Milk Peanut.Butter Bread Cereal Jelly
1151 0 0 1 1 0
1152 1 0 0 1 1
1153 0 0 1 1 0
1154 0 0 0 0 1
1155 1 0 0 1 1
1156 0 0 1 0 0
1157 0 0 0 0 0
1158 0 0 0 1 0
1159 0 0 0 1 1
1160 0 0 0 1 1
1161 1 0 1 1 1
1162 0 0 0 1 1
1163 0 0 1 1 1
1164 0 0 0 1 1
1165 1 0 0 1 1
1166 0 0 0 1 1
1167 0 0 0 1 0
1168 1 0 0 1 1
1169 0 0 1 1 1
1170 0 0 0 0 1
1171 0 0 0 1 1
1172 0 0 0 1 1
1173 0 0 1 0 1
1174 0 0 0 1 1
1175 1 0 0 1 1
1176 0 0 0 1 1
1177 0 0 0 1 1
1178 0 0 0 1 1
1179 0 0 0 1 0
1180 0 0 1 1 1
1181 0 0 0 0 1
1182 0 0 0 0 1
1183 0 0 0 1 1
1184 0 0 0 1 1
1185 0 0 1 1 0
1186 0 0 1 1 1
1187 0 0 0 0 1
1188 0 0 0 1 0
1189 0 0 0 1 1
1190 1 0 0 0 0
1191 1 0 0 0 1
1192 1 0 1 1 1
1193 0 0 0 1 0
1194 0 0 0 1 1
1195 0 0 1 0 0
1196 0 0 0 1 1
1197 0 0 1 1 1
1198 0 0 0 0 1
1199 1 0 1 1 0
1200 1 0 0 1 0
1201 0 0 1 1 1
1202 0 0 1 1 1
1203 0 0 1 1 1
1204 0 0 1 0 1
1205 0 0 0 1 0
1206 0 0 1 0 1
1207 0 0 0 1 1
1208 0 0 0 1 1
1209 0 0 0 1 1
1210 0 0 1 1 1
1211 0 0 0 1 1
1212 0 0 0 1 1
1213 1 0 0 1 1
1214 0 0 1 1 1
1215 0 0 0 1 1
1216 0 0 0 1 1
1217 0 0 1 1 1
1218 0 0 0 1 0
1219 0 0 0 1 0
1220 0 0 1 0 1
1221 1 0 1 0 1
1222 1 0 1 1 1
1223 0 0 1 0 1
1224 0 0 1 1 0
1225 0 0 1 1 1
1226 0 0 1 1 0
1227 0 0 1 0 1
1228 0 0 1 1 0
1229 0 0 0 1 1
1230 0 0 0 1 1
1231 0 0 1 1 1
1232 0 0 1 0 1
1233 1 0 0 1 1
1234 1 0 1 0 1
1235 0 0 1 1 0
1236 0 0 0 1 1
1237 0 0 1 1 1
1238 0 0 1 1 0
1239 0 0 0 1 1
1240 0 0 1 1 0
1241 1 0 0 1 0
1242 0 0 1 1 0
1243 0 0 0 1 0
1244 1 0 1 1 0
1245 0 0 0 1 1
1246 0 0 0 0 1
1247 0 0 1 1 1
1248 0 0 0 1 0
1249 0 0 0 1 1
1250 1 0 0 1 1
1251 0 0 1 1 0
1252 0 0 1 0 1
1253 0 0 0 1 1
1254 1 0 1 1 1
1255 0 0 1 1 1
1256 1 0 1 1 1
1257 0 0 0 1 0
1258 0 0 1 1 1
1259 1 0 0 1 1
1260 0 0 0 1 1
1261 0 0 0 1 0
1262 0 0 0 1 1
1263 0 0 0 0 1
1264 0 0 0 1 0
1265 0 0 1 1 1
1266 0 0 1 1 0
1267 0 0 0 1 0
1268 0 0 0 1 1
1269 0 0 1 1 0
1270 0 0 0 1 1
1271 0 0 0 1 0
1272 0 0 0 1 1
1273 1 0 1 1 1
1274 0 0 1 1 0
1275 0 0 0 1 1
1276 0 0 1 0 1
1277 0 0 0 1 1
1278 0 0 0 1 0
1279 0 0 0 1 0
1280 0 0 0 1 0
1281 0 0 0 0 1
1282 0 0 0 1 1
1283 0 0 0 0 1
1284 0 0 1 1 1
1285 0 0 0 1 1
1286 0 0 0 1 0
1287 0 0 1 0 0
1288 0 0 0 1 0
1289 0 0 1 1 1
1290 0 0 1 1 1
1291 0 0 1 1 1
1292 0 0 0 1 1
1293 1 0 1 1 1
1294 0 0 1 1 0
1295 0 0 0 1 1
1296 0 0 0 1 1
1297 0 0 0 1 0
1298 0 0 1 1 1
1299 0 0 1 1 0
1300 1 0 0 0 1
1301 0 0 0 1 0
1302 0 0 0 1 1
1303 0 0 0 0 0
1304 1 0 1 1 1
1305 1 0 0 1 0
1306 1 0 1 1 1
1307 1 0 0 0 1
1308 1 0 0 1 0
1309 0 0 1 1 1
1310 1 0 0 0 1
1311 0 0 0 1 1
1312 0 0 1 1 0
1313 0 0 1 1 1
1314 0 0 1 1 0
1315 0 0 0 1 1
1316 1 0 0 1 1
1317 0 0 1 1 1
1318 1 0 0 1 1
1319 0 0 0 1 1
1320 0 0 0 1 0
1321 0 0 0 1 0
1322 0 0 1 0 1
1323 0 0 1 1 0
1324 0 0 1 0 0
1325 1 0 0 1 1
1326 0 0 1 1 1
1327 0 0 1 1 1
1328 0 0 0 0 0
1329 0 0 0 1 1
1330 0 0 1 1 1
1331 0 0 1 1 1
1332 0 0 1 1 0
1333 1 0 1 1 0
1334 0 0 1 1 0
1335 0 0 0 1 1
1336 0 0 0 1 1
1337 0 0 1 1 1
1338 0 0 1 0 0
1339 1 0 0 1 0
1340 1 0 0 1 1
1341 0 0 1 1 1
1342 1 0 0 1 0
1343 0 0 0 1 1
1344 1 0 1 0 1
1345 0 0 1 0 0
1346 0 0 0 1 1
1347 0 0 1 1 1
1348 0 0 0 1 1
1349 0 0 0 1 1
1350 0 0 0 1 1
1351 0 0 1 1 0
1352 0 0 0 1 1
1353 1 0 0 1 0
1354 0 0 1 1 1
1355 0 0 0 1 0
1356 0 0 0 1 0
1357 0 0 0 1 0
1358 0 0 0 1 1
1359 0 0 1 0 0
1360 0 0 0 1 1
1361 0 0 1 1 0
1362 0 0 1 1 1
1363 0 0 1 1 0
1364 0 0 1 1 1
1365 0 0 0 1 0
1366 0 0 0 1 0
1367 0 0 1 0 1
1368 0 0 0 0 0
1369 0 0 0 1 1
1370 0 0 1 1 1
1371 0 0 0 0 1
1372 1 0 0 1 1
1373 0 0 1 1 0
1374 0 0 1 0 0
1375 0 0 1 1 1
1376 0 0 0 1 0
1377 0 0 1 1 0
1378 0 0 1 1 1
1379 0 0 0 1 0
1380 0 0 1 1 1
1381 0 0 0 0 1
1382 0 0 0 1 0
1383 0 0 1 1 0
1384 0 0 0 0 0
1385 0 0 0 1 1
1386 0 0 0 1 0
1387 0 0 0 0 0
1388 0 0 0 1 1
1389 0 0 0 1 0
1390 0 0 0 1 1
1391 0 0 1 0 1
1392 0 0 0 1 1
1393 0 0 1 1 0
1394 0 0 1 1 0
1395 1 0 1 1 1
1396 0 0 0 1 1
1397 1 0 1 1 0
1398 0 0 0 1 0
1399 1 0 0 0 1
1400 0 0 0 1 0
1401 0 0 1 1 0
1402 0 0 1 1 1
1403 0 0 0 0 0
1404 1 0 0 1 1
1405 0 0 0 1 1
1406 0 0 0 1 1
1407 0 0 1 0 1
1408 1 0 0 1 1
1409 0 0 0 1 1
1410 0 0 1 1 1
1411 1 0 1 1 0
1412 1 0 0 1 1
1413 0 0 1 1 0
1414 0 0 1 1 0
1415 0 0 1 1 1
1416 1 0 0 1 1
1417 0 0 0 1 1
1418 0 0 0 1 0
1419 0 0 1 1 1
1420 1 0 1 1 0
1421 0 0 0 1 0
1422 0 0 0 0 0
1423 0 0 0 0 1
1424 0 0 1 0 1
1425 1 0 1 1 1
1426 0 0 1 0 0
1427 1 0 1 1 1
1428 0 0 1 1 0
1429 0 0 1 0 0
1430 0 0 0 0 0
1431 0 0 0 1 1
1432 1 0 0 1 1
1433 0 0 1 1 0
1434 0 0 0 1 1
1435 1 0 1 0 1
1436 0 0 1 1 1
1437 0 0 0 1 0
1438 1 0 1 0 0
1439 0 0 0 0 0
1440 0 0 1 0 0
1441 1 0 1 1 0
1442 0 0 1 1 0
1443 0 0 1 1 1
1444 0 0 1 1 1
1445 0 0 0 0 0
1446 0 0 0 1 1
1447 0 0 1 0 1
1448 0 0 0 0 0
1449 0 0 1 0 1
1450 1 0 0 1 0
1451 0 0 1 1 1
1452 0 0 1 1 1
1453 0 0 1 1 0
1454 0 0 1 1 0
1455 0 0 0 1 1
1456 1 0 0 0 0
1457 0 0 1 1 1
1458 0 0 0 1 1
1459 0 0 0 1 1
1460 0 0 1 0 0
1461 0 0 1 1 1
1462 1 0 0 1 1
1463 0 0 0 1 1
1464 1 0 0 1 1
1465 0 0 1 0 1
1466 0 0 0 1 1
1467 1 0 0 1 0
1468 0 0 0 1 1
1469 0 0 0 0 1
1470 0 0 0 0 0
1471 0 0 1 1 0
1472 0 0 0 0 0
1473 0 0 1 1 1
1474 1 0 1 0 1
1475 0 0 1 0 1
1476 1 0 1 1 0
1477 0 0 1 1 0
1478 0 0 0 0 1
1479 0 0 0 1 0
1480 1 0 1 1 1
1481 0 0 1 1 0
1482 0 0 0 1 1
1483 0 0 0 0 1
1484 0 0 1 1 0
1485 0 0 1 1 1
1486 0 0 1 0 1
1487 1 0 1 1 1
1488 0 0 0 1 1
1489 0 0 1 1 0
1490 0 0 1 1 1
1491 0 0 1 1 0
1492 0 0 1 1 0
1493 0 0 1 1 1
1494 0 0 1 1 1
1495 0 0 1 1 0
1496 0 0 0 1 0
1497 0 0 1 1 1
1498 1 0 1 1 1
1499 0 0 1 1 1
1500 0 0 1 1 1
1501 1 0 0 1 0
1502 0 0 1 1 1
1503 0 0 0 1 1
1504 0 0 1 0 0
1505 0 0 1 1 0
1506 0 0 1 1 0
1507 0 0 0 1 0
1508 0 0 0 1 0
1509 1 0 0 0 0
1510 0 0 1 1 0
1511 0 0 1 0 0
1512 0 0 0 1 0
1513 0 0 1 1 0
1514 0 0 0 1 0
1515 0 1 0 0 0
1516 0 0 0 0 0
1517 0 1 1 1 0
1518 1 0 1 0 0
1519 0 0 1 1 0
1520 0 1 0 0 0
1521 0 1 1 1 0
1522 0 1 0 1 0
1523 0 0 1 0 0
1524 0 0 1 1 0
1525 0 1 0 0 0
1526 1 1 0 1 0
1527 0 1 0 0 0
1528 0 0 0 1 0
1529 0 0 1 0 0
1530 0 1 0 1 0
1531 0 0 0 1 0
1532 1 1 0 1 0
1533 1 0 1 1 0
1534 1 1 1 1 0
1535 0 0 0 1 0
1536 0 0 1 1 0
1537 1 1 0 0 0
1538 0 1 0 1 0
1539 0 0 1 1 0
1540 0 1 1 1 0
1541 0 1 1 0 0
1542 0 1 1 0 0
1543 0 1 0 1 0
1544 0 0 0 1 0
1545 0 1 1 1 0
1546 0 0 1 1 0
1547 1 1 1 1 0
1548 0 1 1 1 0
1549 0 1 0 1 0
1550 0 1 0 1 0
1551 0 0 1 0 0
1552 0 1 1 1 0
1553 0 1 1 1 0
1554 0 0 0 1 0
1555 0 0 0 1 0
1556 0 1 0 0 0
1557 0 0 1 1 0
1558 0 0 0 1 0
1559 0 0 0 1 0
1560 1 1 0 1 0
1561 0 1 0 1 0
1562 0 1 0 1 0
1563 0 1 0 1 0
1564 0 0 0 1 0
1565 0 1 0 1 0
1566 0 0 0 1 0
1567 0 0 1 1 0
1568 0 0 0 0 0
1569 0 0 0 0 0
1570 0 1 0 1 0
1571 0 1 0 1 0
1572 1 1 1 0 0
1573 0 0 1 1 0
1574 0 1 0 1 0
1575 0 1 1 1 0
1576 0 0 0 1 0
1577 0 1 1 1 0
1578 0 1 0 0 0
1579 0 0 0 0 0
1580 0 0 0 1 0
1581 0 1 0 1 0
1582 0 0 0 1 0
1583 0 0 0 1 0
1584 1 1 1 0 0
1585 0 1 0 1 0
1586 0 1 1 0 0
1587 0 0 1 0 0
1588 0 1 0 1 0
1589 0 0 0 1 0
1590 0 0 1 1 0
1591 0 1 0 1 0
1592 0 0 0 1 0
1593 0 1 1 1 0
1594 0 0 0 0 0
1595 0 0 1 1 0
1596 0 0 0 1 0
1597 0 0 1 1 0
1598 0 0 1 1 0
1599 0 0 1 1 0
1600 0 1 0 1 0
1601 0 1 0 0 0
1602 0 1 0 0 0
1603 0 1 1 0 0
1604 0 1 1 0 0
1605 0 1 1 0 0
1606 0 1 0 0 0
1607 1 1 1 0 0
1608 0 1 0 0 0
1609 1 0 0 0 0
1610 0 1 1 0 0
1611 0 0 1 0 0
1612 0 1 1 0 0
1613 1 1 1 0 0
1614 0 0 1 0 0
1615 0 0 1 0 0
1616 0 0 0 0 0
1617 0 0 0 0 0
1618 0 1 1 0 0
1619 0 0 1 0 0
1620 0 0 0 0 0
1621 0 1 0 0 0
1622 1 0 0 0 0
1623 1 1 0 0 0
1624 0 0 0 0 0
1625 0 1 1 0 0
1626 0 0 1 0 0
1627 0 1 0 0 0
1628 1 0 0 0 0
1629 0 0 0 0 0
1630 0 1 0 0 0
1631 0 0 0 0 0
1632 0 1 0 0 0
1633 0 0 1 0 0
1634 0 1 1 0 0
1635 1 1 0 0 0
1636 0 0 0 0 0
1637 0 0 0 0 0
1638 0 0 1 0 0
1639 1 1 1 0 0
1640 0 0 1 0 0
1641 0 1 1 0 0
1642 0 0 1 0 0
1643 0 1 0 0 0
1644 0 1 0 0 0
1645 0 1 1 0 0
1646 0 1 0 0 0
1647 0 0 0 0 0
1648 1 0 1 0 0
1649 0 0 0 0 0
1650 0 0 0 0 0
1651 0 0 0 0 0
1652 1 1 1 0 0
1653 1 1 0 0 0
1654 1 1 0 0 0
1655 0 1 1 0 0
1656 0 1 0 0 0
1657 0 1 1 0 0
1658 0 0 0 0 0
1659 0 1 1 0 0
1660 0 1 0 0 0
1661 1 0 0 0 0
1662 0 1 1 0 0
1663 1 1 0 0 0
1664 0 1 0 0 0
1665 0 0 1 0 0
1666 0 1 1 0 0
1667 0 1 0 0 0
1668 0 0 0 0 0
1669 1 0 1 0 0
1670 0 0 0 0 0
1671 0 0 0 0 0
1672 0 1 0 0 0
1673 0 1 1 0 0
1674 0 0 0 0 0
1675 0 1 1 0 0
1676 0 1 0 0 0
1677 1 0 1 0 0
1678 0 0 1 0 0
1679 0 0 0 0 0
1680 0 1 0 0 0
1681 0 1 0 0 0
1682 0 1 0 0 0
1683 0 0 1 0 0
1684 1 1 0 0 0
1685 0 0 0 0 0
1686 0 0 0 0 0
1687 0 1 0 0 0
1688 0 0 0 0 0
1689 0 0 0 0 0
1690 0 0 0 0 0
1691 0 1 0 0 0
1692 0 1 1 0 0
1693 0 1 1 0 0
1694 0 0 0 0 0
1695 1 1 1 0 0
1696 0 1 1 0 0
1697 0 0 1 0 0
1698 0 1 0 0 0
1699 1 0 1 0 0
1700 0 0 0 0 0
1701 1 0 1 0 0
1702 0 0 1 0 0
1703 0 0 0 0 0
1704 0 1 0 0 0
1705 0 0 1 0 0
1706 0 1 1 0 0
1707 0 0 1 0 0
1708 0 1 1 0 0
1709 0 0 1 0 0
1710 0 1 0 0 0
1711 1 1 0 0 0
1712 0 1 1 0 0
1713 0 0 0 0 0
1714 0 1 0 0 0
1715 0 0 0 0 0
1716 0 1 1 0 0
1717 0 1 1 0 0
1718 0 1 0 0 0
1719 0 0 1 0 0
1720 0 1 1 0 0
1721 0 0 0 0 0
1722 1 0 0 0 0
1723 1 0 0 0 0
1724 0 1 1 0 0
1725 0 0 0 0 0
1726 0 1 0 0 0
1727 0 1 0 0 0
1728 0 1 1 0 0
1729 0 0 0 0 0
1730 0 1 0 0 0
1731 0 1 0 0 0
1732 1 1 1 0 0
1733 0 1 1 0 0
1734 0 0 0 0 0
1735 0 1 1 0 0
1736 0 1 0 0 0
1737 0 0 1 0 0
1738 0 0 1 0 0
1739 0 0 1 0 0
1740 0 0 0 0 0
1741 0 1 0 0 0
1742 0 1 0 0 0
1743 0 1 1 0 0
1744 0 0 0 0 0
1745 1 1 0 0 0
1746 0 1 0 0 0
1747 0 1 1 0 0
1748 0 1 1 0 0
1749 0 1 0 0 0
1750 0 1 1 0 0
1751 0 1 0 0 0
1752 0 1 0 0 0
1753 0 0 0 0 0
1754 0 0 1 0 0
1755 0 1 1 0 0
1756 0 0 1 0 0
1757 1 0 1 0 0
1758 0 1 0 0 0
1759 0 0 1 0 0
1760 0 0 0 0 0
1761 0 0 1 0 0
1762 0 0 0 0 0
1763 0 1 1 0 0
1764 0 1 1 0 0
1765 0 1 0 0 0
1766 0 0 0 0 0
1767 0 0 0 0 0
1768 0 1 1 0 0
1769 0 1 1 0 0
1770 0 0 0 0 0
1771 0 0 1 0 0
1772 0 1 0 0 0
1773 0 1 1 0 0
1774 1 0 0 0 0
1775 0 0 1 0 0
1776 0 1 0 0 0
1777 0 0 0 0 0
1778 0 1 0 0 0
1779 0 1 0 0 0
1780 1 0 1 0 0
1781 0 1 0 0 0
1782 0 1 0 0 0
1783 0 0 0 0 0
1784 1 0 0 0 0
1785 0 0 0 0 0
1786 0 0 1 0 0
1787 0 0 0 0 0
1788 0 1 0 0 0
1789 0 1 1 0 0
1790 0 0 0 0 0
1791 0 1 1 0 0
1792 0 1 1 0 0
1793 0 1 0 0 0
1794 0 1 0 0 0
1795 0 0 0 0 0
1796 0 0 1 0 0
1797 1 0 1 0 0
1798 1 1 1 0 0
1799 0 1 0 0 0
1800 0 1 0 0 0
1801 0 1 0 0 0
1802 0 1 0 0 0
1803 0 0 0 0 0
1804 0 0 1 0 0
1805 0 1 0 0 0
1806 0 0 0 0 0
1807 0 0 0 0 0
1808 1 0 1 0 0
1809 0 0 0 0 0
1810 0 1 0 0 0
1811 0 0 0 0 0
1812 0 1 1 0 0
1813 0 1 0 0 0
1814 0 1 1 0 0
1815 0 1 0 0 0
1816 0 0 0 0 0
1817 0 0 0 0 0
1818 0 0 0 0 0
1819 0 1 0 0 0
1820 0 1 0 0 0
1821 1 0 0 0 0
1822 0 0 0 0 0
1823 0 1 0 0 0
1824 0 1 1 0 0
1825 0 0 1 0 0
1826 0 1 0 0 0
1827 0 1 1 0 0
1828 0 0 0 0 0
1829 0 1 1 0 0
1830 0 0 1 0 0
1831 0 0 1 0 0
1832 1 1 0 0 0
1833 1 1 1 0 0
1834 0 0 1 0 0
1835 0 0 1 0 0
1836 0 0 1 0 0
1837 0 1 1 0 0
1838 0 1 1 0 0
1839 0 0 1 0 0
1840 0 0 1 0 0
1841 0 0 0 0 0
1842 1 0 0 0 0
1843 0 0 1 0 0
1844 0 1 0 0 0
1845 0 1 0 0 0
1846 0 1 0 0 0
1847 0 1 1 0 0
1848 0 1 0 0 0
1849 0 0 0 0 0
1850 0 0 0 0 0
1851 0 1 1 0 0
1852 0 1 1 0 0
1853 1 0 1 0 0
1854 0 0 0 0 0
1855 0 1 1 0 0
1856 0 1 1 0 0
1857 0 0 0 0 0
1858 0 1 1 0 0
1859 0 0 0 0 0
1860 0 1 0 0 0
1861 0 0 1 0 0
1862 0 0 1 0 0
1863 0 1 1 0 0
1864 0 0 0 0 0
1865 0 0 1 0 0
1866 0 1 0 0 0
1867 0 1 0 0 0
1868 0 0 0 0 0
1869 0 0 0 0 0
1870 1 1 1 0 0
1871 0 0 0 0 0
1872 0 0 0 0 0
1873 0 1 0 0 0
1874 0 1 0 0 0
1875 0 0 0 0 0
1876 0 1 0 0 0
1877 1 1 0 0 0
1878 0 0 1 0 0
1879 0 1 0 0 0
1880 0 0 1 0 0
1881 1 1 0 0 0
1882 0 1 1 0 0
1883 1 1 0 0 0
1884 0 0 0 0 0
1885 0 1 0 0 0
1886 1 1 1 0 0
1887 1 1 0 0 0
1888 0 0 1 0 0
1889 0 1 1 0 0
1890 0 0 1 0 0
1891 0 0 1 0 0
1892 0 0 0 0 0
1893 1 0 0 0 0
1894 0 0 1 0 0
1895 0 0 0 0 0
1896 0 1 0 0 0
1897 0 1 0 0 0
1898 0 0 1 0 0
1899 0 1 1 0 0
1900 0 1 1 0 0
1901 0 1 1 0 0
1902 0 0 0 0 0
1903 0 0 0 0 0
1904 0 1 0 0 0
1905 0 0 0 0 0
1906 0 1 1 0 0
1907 0 0 1 0 0
1908 1 0 0 0 0
1909 1 1 0 0 0
1910 0 1 0 0 0
1911 1 1 0 0 0
1912 1 1 1 0 0
1913 0 1 0 0 0
1914 0 1 1 0 0
1915 0 1 1 0 0
1916 1 0 0 0 0
1917 0 1 1 0 0
1918 0 0 1 0 0
1919 0 0 1 0 0
1920 0 0 0 0 0
1921 1 0 0 0 0
1922 0 1 1 0 0
1923 0 1 1 0 0
1924 0 1 0 0 0
1925 1 1 0 0 0
1926 0 1 0 0 0
1927 0 1 1 0 0
1928 0 0 0 0 0
1929 0 1 0 0 0
1930 0 1 0 0 0
1931 0 1 0 0 0
1932 0 0 1 0 0
1933 1 0 1 0 0
1934 0 1 1 0 0
1935 0 0 1 0 0
1936 0 1 0 0 0
1937 0 1 0 0 0
1938 0 0 1 0 0
1939 0 0 1 0 0
1940 0 1 1 0 0
1941 1 0 0 0 0
1942 1 0 0 0 0
1943 0 0 0 0 0
1944 0 1 1 0 0
1945 1 1 1 0 0
1946 0 0 0 0 0
1947 0 1 1 0 0
1948 1 1 1 0 0
1949 0 1 1 0 0
1950 1 1 1 0 0
1951 1 0 1 0 0
1952 0 1 1 0 0
1953 1 1 0 0 0
1954 0 1 0 0 0
1955 0 0 0 0 0
1956 0 0 0 0 0
1957 0 0 1 0 0
1958 0 1 1 0 0
1959 0 1 0 0 0
1960 0 0 1 0 0
1961 0 1 0 0 0
1962 0 1 0 0 0
1963 0 0 0 0 0
1964 0 0 1 0 0
1965 0 1 0 0 0
1966 0 1 1 0 0
1967 0 1 1 0 0
1968 1 0 1 0 0
1969 0 1 1 0 0
1970 1 1 1 0 0
1971 0 1 0 0 0
1972 0 0 0 0 0
1973 0 1 0 0 0
1974 1 0 0 0 0
1975 0 0 1 0 0
1976 0 0 0 0 0
1977 0 1 1 0 0
1978 0 1 1 0 0
1979 1 0 1 0 0
1980 1 1 1 0 0
1981 0 1 0 0 0
1982 1 0 1 0 0
1983 1 0 0 0 0
1984 1 1 0 0 0
1985 0 0 0 0 0
1986 0 1 0 0 0
1987 0 1 0 0 0
1988 0 0 0 0 0
1989 1 1 1 0 0
1990 0 1 1 0 0
1991 0 1 0 0 0
1992 1 0 0 0 0
1993 1 1 1 0 0
1994 0 1 1 0 0
1995 0 1 1 0 0
1996 1 1 1 0 0
1997 0 1 0 0 0
1998 0 1 1 0 0
1999 0 0 0 0 0
2000 0 1 1 0 0
2001 0 1 0 0 0
2002 1 1 0 0 0
2003 0 1 0 0 0
2004 0 1 0 0 0
2005 0 0 0 0 0
2006 0 1 0 0 0
2007 0 1 1 0 0
2008 0 0 1 0 0
2009 0 0 1 0 0
2010 0 0 0 0 0
2011 0 0 0 0 0
2012 0 0 0 0 0
2013 0 1 1 0 0
2014 0 0 0 0 0
2015 0 1 1 0 0
2016 0 1 0 0 0
2017 0 1 1 0 0
2018 0 1 0 0 0
2019 0 0 0 0 0
2020 0 1 1 0 0
2021 0 0 0 0 0
2022 0 1 1 0 0
2023 1 0 0 0 0
2024 1 1 0 0 0
2025 0 0 1 0 0
2026 0 1 0 0 0
2027 1 0 1 0 0
2028 0 1 0 0 0
2029 0 0 0 0 0
2030 0 1 0 0 0
2031 0 1 1 0 0
2032 0 0 1 0 0
2033 1 1 0 0 0
2034 0 0 1 0 0
2035 0 1 0 0 0
2036 0 0 1 0 0
2037 0 1 1 0 0
2038 0 1 0 0 0
2039 0 1 1 0 0
2040 0 0 1 0 0
2041 0 1 1 0 0
2042 1 0 0 0 0
2043 0 1 1 0 0
2044 0 0 1 0 0
2045 1 1 1 0 0
2046 0 1 1 0 0
2047 0 1 0 0 0
2048 0 1 0 0 0
2049 1 1 0 0 0
2050 0 0 1 0 0
2051 1 1 0 0 0
2052 0 0 1 0 0
2053 0 1 1 0 0
2054 0 0 1 0 0
2055 1 0 1 0 0
2056 0 0 1 0 0
2057 1 1 1 0 0
2058 1 1 0 0 0
2059 0 1 1 0 0
2060 1 1 0 0 0
2061 1 1 0 0 0
2062 0 1 0 0 0
2063 0 1 0 0 0
2064 0 0 1 0 0
2065 0 1 0 0 0
2066 0 0 0 0 0
2067 0 1 0 0 0
2068 0 0 1 0 0
2069 0 1 1 0 0
2070 0 1 0 0 0
2071 0 0 1 0 0
2072 0 1 0 0 0
2073 0 1 1 0 0
2074 1 0 0 0 0
2075 0 0 0 0 0
2076 0 1 1 0 0
2077 0 0 1 0 0
2078 0 1 0 0 0
2079 0 1 0 0 0
2080 1 0 0 0 0
2081 0 1 1 0 0
2082 0 0 1 0 0
2083 1 0 1 0 0
2084 0 0 1 0 0
2085 0 1 0 0 0
2086 0 1 0 0 0
2087 0 1 1 0 0
2088 1 1 0 0 0
2089 0 0 0 0 0
2090 0 1 0 0 0
2091 0 1 1 0 0
2092 0 1 1 0 0
2093 0 1 0 0 0
2094 0 1 0 0 0
2095 1 0 0 0 0
2096 0 0 1 0 0
2097 0 1 1 0 0
2098 0 0 0 0 0
2099 1 1 0 0 0
2100 0 0 1 0 0
2101 1 1 1 0 0
2102 0 0 0 0 0
2103 1 1 1 0 0
2104 0 1 1 0 0
2105 0 0 0 0 0
2106 0 1 0 0 0
2107 0 1 1 0 0
2108 0 1 1 0 0
2109 0 1 0 0 0
2110 0 0 0 0 0
2111 1 1 0 0 0
2112 0 1 0 0 0
2113 0 1 0 0 0
2114 0 1 1 0 0
2115 1 1 1 0 0
2116 0 1 0 0 0
2117 0 0 0 0 0
2118 0 0 0 0 0
2119 0 0 0 0 0
2120 0 0 0 0 0
2121 0 1 0 0 0
2122 0 0 1 0 0
2123 0 0 1 0 0
2124 1 1 1 0 0
2125 0 0 0 0 0
2126 0 0 0 0 0
2127 0 1 0 0 0
2128 0 0 0 0 0
2129 0 1 0 0 0
2130 0 0 1 0 0
2131 0 0 1 0 0
2132 0 1 1 0 0
2133 0 1 0 0 0
2134 0 1 1 0 0
2135 0 0 0 0 0
2136 0 1 0 0 0
2137 0 1 0 0 0
2138 1 1 0 0 0
2139 0 1 1 0 0
2140 0 1 1 0 0
2141 0 0 0 0 0
2142 0 0 0 0 0
2143 0 0 0 0 0
2144 0 0 0 0 0
2145 0 1 0 0 0
2146 0 0 0 0 0
2147 0 0 1 0 0
2148 0 1 0 0 0
2149 0 0 0 0 0
2150 1 0 0 0 0
2151 0 0 0 0 0
2152 0 1 1 0 0
2153 0 1 0 0 0
2154 1 0 1 0 0
2155 0 0 0 0 0
2156 0 1 1 0 0
2157 1 0 0 0 0
2158 0 1 0 0 0
2159 0 0 0 0 0
2160 1 1 0 0 0
2161 0 0 0 0 0
2162 0 1 0 0 0
2163 0 1 0 0 0
2164 0 0 0 0 0
2165 0 0 1 0 0
2166 0 0 0 0 0
2167 1 1 0 0 0
2168 0 1 0 0 0
2169 1 1 1 0 0
2170 0 0 0 0 0
2171 0 0 0 0 0
2172 0 1 1 0 0
2173 0 1 1 0 0
2174 0 0 0 0 0
2175 0 1 1 0 0
2176 0 1 0 0 0
2177 1 1 1 0 0
2178 0 0 0 0 0
2179 0 0 0 0 0
2180 0 1 0 0 0
2181 0 1 0 0 0
2182 0 1 1 0 0
2183 0 1 1 0 0
2184 0 1 1 0 0
2185 0 1 1 0 0
2186 0 0 0 0 0
2187 0 0 1 0 0
2188 0 1 0 0 0
2189 0 0 0 0 0
2190 0 0 0 0 0
2191 0 1 0 0 0
2192 0 1 0 0 0
2193 0 0 0 0 0
2194 0 1 0 0 0
2195 0 1 1 0 0
2196 0 1 0 0 0
2197 0 1 0 0 0
2198 0 1 1 0 0
2199 0 0 1 0 0
2200 1 0 0 0 0
2201 0 0 1 0 0
2202 0 0 0 0 0
2203 0 0 0 0 0
2204 0 1 0 0 0
2205 0 1 0 0 0
2206 0 1 1 0 0
2207 0 1 1 0 0
2208 1 0 0 0 0
2209 0 0 0 0 0
2210 0 1 0 0 0
2211 1 1 0 0 0
2212 0 1 1 0 0
2213 0 1 0 0 0
2214 0 1 0 0 0
2215 1 0 1 0 0
2216 0 0 0 0 0
2217 0 0 1 0 0
2218 1 1 1 0 0
2219 1 0 1 0 0
2220 0 1 0 0 0
2221 0 1 0 0 0
2222 1 1 1 0 0
2223 0 0 1 0 0
2224 0 0 0 0 0
2225 0 0 1 0 0
